"CENTURIA METROPOLITAN REIT","CMA","Real Estate"
"CENTURY AUSTRALIA INVESTMENTS LIMITED","CYA","Diversified Financials"
"CERVANTES CORPORATION LIMITED","CVS","Materials"
"CFOAM LIMITED","CFO","Capital Goods"
"CHALICE GOLD MINES LIMITED","CHN","Materials"
"CHALLENGER ENERGY LIMITED","CEL","Energy"
"CHALLENGER LIMITED","CGF","Diversified Financials"
"CHALLENGER MILLENNIUM SERIES 2007-1E TRUST","CHJ","Not Applic"
"CHALLENGER MILLENNIUM SERIES 2007-2L TRUST","CHU","Not Applic"
"CHALMERS LIMITED","CHR","Transportation"
"CHAMPION IRON LIMITED","CIA","Materials"
"CHANGE FINANCIAL LIMITED","CCA","Software & Services"
"CHANT WEST HOLDINGS LIMITED","CWL","Software & Services"
"CHAPMANS LIMITED","CHP","Diversified Financials"
"CHARTER HALL EDUCATION TRUST","CQE","Real Estate"
"CHARTER HALL GROUP","CHC","Real Estate"
"CHARTER HALL LONG WALE REIT","CLW","Real Estate"
"CHARTER HALL RETAIL REIT","CQR","Real Estate"
"CHASE MINING CORPORATION LIMITED","CML","Materials"
"CHESSER RESOURCES LIMITED","CHZ","Materials"
"CHINA CONSTRUCTION BANK CORPORATION","CCB","Not Applic"
"CHINA MAGNESIUM CORPORATION LIMITED","CMC","Materials"
"CHONGHERR INVESTMENTS LTD","CDH","Materials"
"CHORUS LIMITED","CNU","Communication Services"
"CI RESOURCES LIMITED","CII","Materials"
"CIMIC GROUP LIMITED","CIM","Capital Goods"
"CIRRALTO LIMITED","CRO","Software & Services"
"CIRRUS NETWORKS HOLDINGS LIMITED","CNW","Software & Services"
"CITIGOLD CORPORATION LIMITED","CTO","Materials"
"CITY CHIC COLLECTIVE LIMITED","CCX","Retailing"
"CIVMEC LIMITED","CVL","Capital Goods"
"CLANCY EXPLORATION LIMITED","CLY","Materials"
"CLASS LIMITED","CL1","Software & Services"
"CLASSIC MINERALS LTD","CLZ","Materials"
"CLEAN SEAS SEAFOOD LIMITED","CSS","Food, Beverage & Tobacco"
"CLEAN TEQ HOLDINGS LIMITED","CLQ","Commercial & Professional Services"
"CLEANAWAY WASTE MANAGEMENT LIMITED","CWY","Commercial & Professional Services"
"CLEARVIEW WEALTH LIMITED","CVW","Diversified Financials"
"CLEARVUE TECHNOLOGIES LIMITED","CPV","Capital Goods"
"CLEVELAND MINING COMPANY LIMITED","CDG","Materials"
"CLIME CAPITAL LIMITED","CAM","Not Applic"
"CLIME INVESTMENT MANAGEMENT LTD","CIW","Diversified Financials"
